State,Year,South,UnemPct,PresApprov
Montana,1992,0,NA,NA
Montana,1993,0,NA,NA
Montana,1994,0,5.5,27
Montana,1995,0,5.4,35
Montana,1996,0,5.5,44
Montana,1997,0,5.3,39
Montana,1998,0,5.6,41
Montana,1999,0,5.3,41
Montana,2000,0,4.8,43
Montana,2001,0,4.5,84
Montana,2002,0,4.5,70
Montana,2003,0,4.3,60
Montana,2004,0,4,56
Montana,2005,0,3.7,50
Montana,2006,0,3.3,43
Montana,2007,0,3.4,32
Montana,2008,0,4.5,28
Nebraska,1977,0,NA,NA
Nebraska,1978,0,NA,NA
Nebraska,1979,0,NA,NA
Nebraska,1980,0,NA,NA
Nebraska,1981,0,NA,NA
Nebraska,1982,0,NA,NA
Nebraska,1983,0,NA,NA
Nebraska,1984,0,NA,NA
Nebraska,1985,0,NA,NA
Nebraska,1986,0,NA,NA
Nebraska,1987,0,NA,NA
Nebraska,1988,0,NA,NA
Nebraska,1989,0,NA,NA
Nebraska,1990,0,NA,NA
Nebraska,1991,0,2.6,71
Nebraska,1992,0,NA,NA
Nebraska,1993,0,NA,NA
Nebraska,1994,0,2.6,39
Nebraska,1995,0,2.6,40
Nebraska,1996,0,2.8,44
Nebraska,1997,0,NA,NA
Nebraska,1998,0,2.5,44
Nebraska,1999,0,NA,NA
Nebraska,2000,0,2.8,42
Nebraska,2001,0,NA,NA
Nebraska,2002,0,NA,NA
Nebraska,2003,0,NA,NA
Nebraska,2004,0,NA,NA
Nebraska,2005,0,3.9,60
Nebraska,2006,0,3,55
Nebraska,2007,0,2.9,41
Nebraska,2008,0,3.3,21
Nevada,1977,0,NA,NA
Nevada,1978,0,NA,NA
Nevada,1979,0,NA,NA
Nevada,1980,0,NA,NA
Nevada,1981,0,NA,NA
Nevada,1982,0,NA,NA
Nevada,1983,0,NA,NA
Nevada,1984,0,NA,NA
Nevada,1985,0,NA,NA
Nevada,1986,0,NA,NA
Nevada,1987,0,NA,NA
Nevada,1988,0,NA,NA
Nevada,1989,0,NA,NA
Nevada,1990,0,NA,NA
Nevada,1991,0,NA,NA
Nevada,1992,0,NA,NA
Nevada,1993,0,6.8,39
Nevada,1994,0,6.1,33
Nevada,1995,0,NA,NA
Nevada,1996,0,5.2,46
Nevada,1997,0,4.5,38
Nevada,1998,0,4.4,49
Nevada,1999,0,NA,NA
Nevada,2000,0,4.5,56
Nevada,2001,0,NA,NA
Nevada,2002,0,NA,NA
Nevada,2003,0,NA,NA
Nevada,2004,0,4.4,50
Nevada,2005,0,4.5,37
Nevada,2006,0,4.3,34
Nevada,2007,0,4.7,34
Nevada,2008,0,6.7,23
NewHampshire,1977,0,NA,NA
NewHampshire,1978,0,NA,NA
NewHampshire,1979,0,NA,NA
NewHampshire,1980,0,NA,NA
NewHampshire,1981,0,NA,NA
NewHampshire,1982,0,NA,NA
NewHampshire,1983,0,NA,NA
NewHampshire,1984,0,NA,NA
NewHampshire,1985,0,NA,NA
NewHampshire,1986,0,NA,NA
NewHampshire,1987,0,NA,NA
NewHampshire,1988,0,NA,NA
NewHampshire,1989,0,NA,NA
NewHampshire,1990,0,NA,NA
NewHampshire,1991,0,7.3,76
NewHampshire,1992,0,NA,NA
NewHampshire,1993,0,6.3,31
NewHampshire,1994,0,4.7,48
NewHampshire,1995,0,4,44
NewHampshire,1996,0,3.7,50
NewHampshire,1997,0,3.1,33
NewHampshire,1998,0,2.9,72
NewHampshire,1999,0,2.8,60
NewHampshire,2000,0,2.7,59
NewHampshire,2001,0,3.4,92
NewHampshire,2002,0,4.5,72
NewHampshire,2003,0,4.5,63
NewHampshire,2004,0,3.9,46
NewHampshire,2005,0,3.6,36
NewHampshire,2006,0,3.5,36
NewHampshire,2007,0,3.5,17
NewHampshire,2008,0,3.8,16
NewJersey,1977,0,NA,NA
NewJersey,1978,0,NA,NA
NewJersey,1979,0,NA,NA
NewJersey,1980,0,NA,NA
NewJersey,1981,0,NA,NA
NewJersey,1982,0,NA,NA
NewJersey,1983,0,8,49
NewJersey,1984,0,6.2,46
NewJersey,1985,0,5.6,58
NewJersey,1986,0,5,63
NewJersey,1987,0,4.1,57
NewJersey,1988,0,3.8,63
NewJersey,1989,0,4.1,55
NewJersey,1990,0,5.1,60
NewJersey,1991,0,6.8,69
NewJersey,1992,0,8.5,NA
NewJersey,1993,0,7.6,28
NewJersey,1994,0,6.8,40
NewJersey,1995,0,6.5,33
NewJersey,1996,0,6.2,57
NewJersey,1997,0,5.3,57
NewJersey,1998,0,4.6,66
NewJersey,1999,0,4.5,61
NewJersey,2000,0,3.7,62
NewJersey,2001,0,4.3,88
NewJersey,2002,0,5.8,64
NewJersey,2003,0,5.9,44
NewJersey,2004,0,4.9,43
NewJersey,2005,0,4.5,37
NewJersey,2006,0,4.6,29
NewJersey,2007,0,4.3,27
NewJersey,2008,0,5.5,26
NewMexico,1977,0,NA,NA
NewMexico,1978,0,NA,NA
NewMexico,1979,0,NA,NA
NewMexico,1980,0,NA,NA
NewMexico,1981,0,NA,NA
NewMexico,1982,0,NA,NA
NewMexico,1983,0,NA,NA
NewMexico,1984,0,NA,NA
NewMexico,1985,0,NA,NA
NewMexico,1986,0,NA,NA
NewMexico,1987,0,NA,NA
NewMexico,1988,0,NA,NA
NewMexico,1989,0,NA,NA
NewMexico,1990,0,NA,NA
NewMexico,1991,0,NA,NA
NewMexico,1992,0,7.5,23
NewMexico,1993,0,7.3,41
NewMexico,1994,0,6.6,30
NewMexico,1995,0,6.8,25
NewMexico,1996,0,7.5,40
NewMexico,1997,0,6.6,44
NewMexico,1998,0,6.2,49
NewMexico,1999,0,5.6,43
NewMexico,2000,0,5,52
NewMexico,2001,0,NA,NA
NewMexico,2002,0,NA,NA
NewMexico,2003,0,5.9,52
NewMexico,2004,0,5.8,49
NewMexico,2005,0,5.2,39
NewMexico,2006,0,4.2,41
NewMexico,2007,0,3.5,30
NewMexico,2008,0,4.2,32
NewYork,1977,0,NA,NA
NewYork,1978,0,NA,NA
NewYork,1979,0,NA,NA
NewYork,1980,0,NA,NA
NewYork,1981,0,NA,NA
NewYork,1982,0,NA,NA
NewYork,1983,0,NA,NA
NewYork,1984,0,NA,NA
NewYork,1985,0,NA,NA
NewYork,1986,0,NA,NA
NewYork,1987,0,NA,NA
NewYork,1988,0,NA,NA
NewYork,1989,0,NA,NA
NewYork,1990,0,NA,NA
NewYork,1991,0,7.3,53
NewYork,1992,0,NA,NA
NewYork,1993,0,7.9,33
NewYork,1994,0,6.9,48
NewYork,1995,0,6.4,49
NewYork,1996,0,6.3,56
NewYork,1997,0,6.5,57
NewYork,1998,0,5.7,65
NewYork,1999,0,5.2,93
NewYork,2000,0,4.5,65
NewYork,2001,0,4.9,82
NewYork,2002,0,6.2,51
NewYork,2003,0,6.4,43
NewYork,2004,0,5.8,40
NewYork,2005,0,5,27
NewYork,2006,0,4.6,24
NewYork,2007,0,4.5,26
NewYork,2008,0,5.4,24
NorthCarolina,1977,0,NA,NA
NorthCarolina,1978,0,NA,NA
NorthCarolina,1979,0,NA,NA
NorthCarolina,1980,0,NA,NA
NorthCarolina,1981,0,6.6,61
NorthCarolina,1982,0,9.5,46
NorthCarolina,1983,0,8.9,56
NorthCarolina,1984,0,6.8,63
NorthCarolina,1985,0,NA,NA
NorthCarolina,1986,0,NA,NA
NorthCarolina,1987,0,NA,NA
NorthCarolina,1988,0,3.7,92
NorthCarolina,1989,0,NA,NA
NorthCarolina,1990,0,NA,NA
NorthCarolina,1991,0,5.9,39
NorthCarolina,1992,0,6.2,44
NorthCarolina,1993,0,5.2,35
NorthCarolina,1994,0,4.4,41
NorthCarolina,1995,0,4.4,35
NorthCarolina,1996,0,4.4,37
NorthCarolina,1997,0,NA,NA
NorthCarolina,1998,0,3.5,46
NorthCarolina,1999,0,3.3,45
NorthCarolina,2000,0,3.7,44
NorthCarolina,2001,0,5.6,53
NorthCarolina,2002,0,6.6,63
NorthCarolina,2003,0,6.5,67
NorthCarolina,2004,0,5.5,50
NorthCarolina,2005,0,5.3,46
NorthCarolina,2006,0,4.8,39
NorthCarolina,2007,0,4.7,36
NorthCarolina,2008,0,6.3,36
NorthDakota,1977,0,NA,NA
NorthDakota,1978,0,NA,NA
NorthDakota,1979,0,NA,NA
NorthDakota,1980,0,NA,NA
NorthDakota,1981,0,NA,NA
NorthDakota,1982,0,NA,NA
NorthDakota,1983,0,NA,NA
NorthDakota,1984,0,NA,NA
NorthDakota,1985,0,NA,NA
NorthDakota,1986,0,NA,NA
NorthDakota,1987,0,NA,NA
NorthDakota,1988,0,NA,NA
NorthDakota,1989,0,NA,NA
NorthDakota,1990,0,NA,NA
NorthDakota,1991,0,NA,NA
NorthDakota,1992,0,NA,NA
NorthDakota,1993,0,NA,NA
NorthDakota,1994,0,NA,NA
NorthDakota,1995,0,NA,NA
NorthDakota,1996,0,3.2,36
NorthDakota,1997,0,NA,NA
NorthDakota,1998,0,NA,NA
NorthDakota,1999,0,NA,NA
NorthDakota,2000,0,2.9,52
NorthDakota,2001,0,NA,NA
NorthDakota,2002,0,NA,NA
NorthDakota,2003,0,NA,NA
NorthDakota,2004,0,3.5,50
NorthDakota,2005,0,3.4,51
NorthDakota,2006,0,3.2,47
NorthDakota,2007,0,NA,NA
NorthDakota,2008,0,3.2,34
Ohio,1977,0,NA,NA
Ohio,1978,0,NA,NA
Ohio,1979,0,NA,NA
Ohio,1980,0,NA,NA
Ohio,1981,0,NA,NA
Ohio,1982,0,NA,NA
Ohio,1983,0,NA,NA
Ohio,1984,0,NA,NA
Ohio,1985,0,NA,NA
Ohio,1986,0,NA,NA
Ohio,1987,0,NA,NA
Ohio,1988,0,6.1,51
Ohio,1989,0,NA,NA
Ohio,1990,0,NA,NA
Ohio,1991,0,NA,NA
Ohio,1992,0,NA,NA
Ohio,1993,0,6.7,56
Ohio,1994,0,5.6,50
Ohio,1995,0,4.9,46
Ohio,1996,0,5,42
Ohio,1997,0,4.6,58
Ohio,1998,0,4.3,62
Ohio,1999,0,4.3,56
Ohio,2000,0,4,56
Ohio,2001,0,4.4,60
Ohio,2002,0,5.7,71
Ohio,2003,0,6.2,55
Ohio,2004,0,6.1,49
Ohio,2005,0,5.9,36
Ohio,2006,0,5.4,34
Ohio,2007,0,5.6,35
Ohio,2008,0,6.5,29
Oklahoma,1977,1,NA,NA
Oklahoma,1978,1,NA,NA
Oklahoma,1979,1,NA,NA
Oklahoma,1980,1,NA,NA
Oklahoma,1981,1,NA,NA
Oklahoma,1982,1,NA,NA
Oklahoma,1983,1,NA,NA
Oklahoma,1984,1,NA,NA
Oklahoma,1985,1,NA,NA
Oklahoma,1986,1,NA,NA
Oklahoma,1987,1,NA,NA
Oklahoma,1988,1,NA,NA
Oklahoma,1989,1,NA,NA
Oklahoma,1990,1,NA,NA
Oklahoma,1991,1,6.2,76
Oklahoma,1992,1,NA,NA
Oklahoma,1993,1,6,31
Oklahoma,1994,1,5.6,30
Oklahoma,1995,1,4.6,33
Oklahoma,1996,1,4.2,46
Oklahoma,1997,1,NA,NA
Oklahoma,1998,1,4.4,59
Oklahoma,1999,1,3.6,53
Oklahoma,2000,1,3.1,46
Oklahoma,2001,1,3.7,89
Oklahoma,2002,1,4.8,86
Oklahoma,2003,1,NA,NA
Oklahoma,2004,1,NA,NA
Oklahoma,2005,1,4.5,51
Oklahoma,2006,1,4.1,45
Oklahoma,2007,1,4.1,47
Oklahoma,2008,1,3.8,40
Oregon,1977,0,NA,NA
Oregon,1978,0,NA,NA
Oregon,1979,0,NA,NA
Oregon,1980,0,NA,NA
Oregon,1981,0,NA,NA
Oregon,1982,0,NA,NA
Oregon,1983,0,NA,NA
Oregon,1984,0,NA,NA
Oregon,1985,0,NA,NA
Oregon,1986,0,NA,NA
Oregon,1987,0,NA,NA
Oregon,1988,0,NA,NA
Oregon,1989,0,NA,NA
Oregon,1990,0,NA,NA
Oregon,1991,0,NA,NA
Oregon,1992,0,NA,NA
Oregon,1993,0,NA,NA
Oregon,1994,0,5.5,48
Oregon,1995,0,4.9,46
Oregon,1996,0,5.6,52
Oregon,1997,0,NA,NA
Oregon,1998,0,NA,NA
Oregon,1999,0,NA,NA
Oregon,2000,0,5.1,55
Oregon,2001,0,NA,NA
Oregon,2002,0,7.6,50
Oregon,2003,0,NA,NA
Oregon,2004,0,7.3,45
Oregon,2005,0,6.2,43
Oregon,2006,0,5.3,37
Oregon,2007,0,5.1,32
Oregon,2008,0,6.4,32
Pennsylvania,1977,0,NA,NA
Pennsylvania,1978,0,NA,NA
Pennsylvania,1979,0,NA,NA
Pennsylvania,1980,0,NA,NA
Pennsylvania,1981,0,NA,NA
Pennsylvania,1982,0,NA,NA
Pennsylvania,1983,0,NA,NA
Pennsylvania,1984,0,NA,NA
Pennsylvania,1985,0,NA,NA
Pennsylvania,1986,0,NA,NA
Pennsylvania,1987,0,NA,NA
Pennsylvania,1988,0,NA,NA
Pennsylvania,1989,0,NA,NA
Pennsylvania,1990,0,NA,NA
Pennsylvania,1991,0,NA,NA
Pennsylvania,1992,0,NA,NA
Pennsylvania,1993,0,NA,NA
Pennsylvania,1994,0,6.3,46
Pennsylvania,1995,0,NA,NA
Pennsylvania,1996,0,5.4,51
Pennsylvania,1997,0,5.1,51
Pennsylvania,1998,0,4.6,60
Pennsylvania,1999,0,NA,NA
Pennsylvania,2000,0,4.2,57
Pennsylvania,2001,0,NA,NA
Pennsylvania,2002,0,5.6,68
Pennsylvania,2003,0,5.7,67
Pennsylvania,2004,0,5.4,51
Pennsylvania,2005,0,5,34
Pennsylvania,2006,0,4.5,39
Pennsylvania,2007,0,4.4,23
Pennsylvania,2008,0,5.4,30
RhodeIsland,1977,0,NA,NA
RhodeIsland,1978,0,NA,NA
RhodeIsland,1979,0,NA,NA
RhodeIsland,1980,0,NA,NA
RhodeIsland,1981,0,NA,NA
RhodeIsland,1982,0,NA,NA
RhodeIsland,1983,0,NA,NA
RhodeIsland,1984,0,NA,NA
RhodeIsland,1985,0,NA,NA
RhodeIsland,1986,0,NA,NA
RhodeIsland,1987,0,NA,NA
RhodeIsland,1988,0,NA,NA
RhodeIsland,1989,0,NA,NA
RhodeIsland,1990,0,NA,NA
RhodeIsland,1991,0,NA,NA
RhodeIsland,1992,0,8.8,16
RhodeIsland,1993,0,7.9,38
RhodeIsland,1994,0,6.8,34
RhodeIsland,1995,0,6.2,40
RhodeIsland,1996,0,5.3,55
RhodeIsland,1997,0,5.2,52
RhodeIsland,1998,0,4.6,64
RhodeIsland,1999,0,4.2,69
RhodeIsland,2000,0,4.2,64
RhodeIsland,2001,0,NA,NA
RhodeIsland,2002,0,5.1,75
RhodeIsland,2003,0,5.4,45
RhodeIsland,2004,0,5.2,36
RhodeIsland,2005,0,5.1,30
RhodeIsland,2006,0,5,20
RhodeIsland,2007,0,5.2,16
RhodeIsland,2008,0,7.8,11
SouthCarolina,1977,1,NA,NA
SouthCarolina,1978,1,NA,NA
SouthCarolina,1979,1,NA,NA
SouthCarolina,1980,1,NA,NA
SouthCarolina,1981,1,NA,NA
SouthCarolina,1982,1,NA,NA
SouthCarolina,1983,1,NA,NA
SouthCarolina,1984,1,NA,NA
SouthCarolina,1985,1,NA,NA
SouthCarolina,1986,1,NA,NA
SouthCarolina,1987,1,NA,NA
SouthCarolina,1988,1,NA,NA
SouthCarolina,1989,1,NA,NA
SouthCarolina,1990,1,NA,NA
SouthCarolina,1991,1,NA,NA
SouthCarolina,1992,1,NA,NA
SouthCarolina,1993,1,NA,NA
SouthCarolina,1994,1,6,30
SouthCarolina,1995,1,5.1,32
SouthCarolina,1996,1,5.6,35
SouthCarolina,1997,1,4.4,37
SouthCarolina,1998,1,3.6,42
SouthCarolina,1999,1,NA,NA
SouthCarolina,2000,1,3.6,50
SouthCarolina,2001,1,NA,NA
SouthCarolina,2002,1,NA,NA
SouthCarolina,2003,1,NA,NA
SouthCarolina,2004,1,NA,NA
SouthCarolina,2005,1,6.7,44
SouthCarolina,2006,1,6.3,39
SouthCarolina,2007,1,5.6,70
SouthCarolina,2008,1,6.9,68
SouthDakota,1977,0,NA,NA
SouthDakota,1978,0,NA,NA
SouthDakota,1979,0,NA,NA
SouthDakota,1980,0,NA,NA
SouthDakota,1981,0,NA,NA
SouthDakota,1982,0,NA,NA
SouthDakota,1983,0,NA,NA
SouthDakota,1984,0,NA,NA
SouthDakota,1985,0,NA,NA
SouthDakota,1986,0,NA,NA
SouthDakota,1987,0,NA,NA
SouthDakota,1988,0,NA,NA
SouthDakota,1989,0,NA,NA
SouthDakota,1990,0,NA,NA
SouthDakota,1991,0,NA,NA
SouthDakota,1992,0,NA,NA
SouthDakota,1993,0,NA,NA
SouthDakota,1994,0,3.4,44
SouthDakota,1995,0,NA,NA
SouthDakota,1996,0,3.4,40
SouthDakota,1997,0,3.1,33
SouthDakota,1998,0,NA,NA
SouthDakota,1999,0,NA,NA
SouthDakota,2000,0,2.7,52
SouthDakota,2001,0,NA,NA
SouthDakota,2002,0,3.3,67
SouthDakota,2003,0,3.5,61
SouthDakota,2004,0,NA,NA
SouthDakota,2005,0,3.6,44
SouthDakota,2006,0,3.1,37
SouthDakota,2007,0,NA,NA
SouthDakota,2008,0,NA,NA
Tennessee,1977,1,NA,NA
Tennessee,1978,1,NA,NA
Tennessee,1979,1,NA,NA
Tennessee,1980,1,NA,NA
Tennessee,1981,1,NA,NA
Tennessee,1982,1,NA,NA
Tennessee,1983,1,NA,NA
Tennessee,1984,1,NA,NA
Tennessee,1985,1,NA,NA
Tennessee,1986,1,NA,NA
Tennessee,1987,1,NA,NA
Tennessee,1988,1,NA,NA
Tennessee,1989,1,NA,NA
Tennessee,1990,1,NA,NA
Tennessee,1991,1,6.6,83
Tennessee,1992,1,NA,NA
Tennessee,1993,1,6,48
Tennessee,1994,1,5.1,40
Tennessee,1995,1,5.3,30
Tennessee,1996,1,5.3,49
Tennessee,1997,1,NA,NA
Tennessee,1998,1,NA,NA
Tennessee,1999,1,NA,NA
Tennessee,2000,1,4,50
Tennessee,2001,1,NA,NA
Tennessee,2002,1,5.3,61
Tennessee,2003,1,5.7,61
Tennessee,2004,1,5.4,53
Tennessee,2005,1,5.6,43
Tennessee,2006,1,5.2,37
Tennessee,2007,1,4.8,35
Tennessee,2008,1,6.4,33
Texas,1977,1,NA,NA
Texas,1978,1,NA,NA
Texas,1979,1,NA,NA
Texas,1980,1,NA,NA
Texas,1981,1,NA,NA
Texas,1982,1,NA,NA
Texas,1983,1,NA,NA
Texas,1984,1,NA,NA
Texas,1985,1,NA,NA
Texas,1986,1,8.9,66
Texas,1987,1,8.5,51
Texas,1988,1,7.4,52
Texas,1989,1,6.7,50
Texas,1990,1,6.4,72
Texas,1991,1,NA,NA
Texas,1992,1,7.6,49
Texas,1993,1,7.2,33
Texas,1994,1,6.6,32
Texas,1995,1,6.1,39
Texas,1996,1,5.8,40
Texas,1997,1,NA,NA
Texas,1998,1,4.9,66
Texas,1999,1,4.7,64
Texas,2000,1,4.4,45
Texas,2001,1,NA,NA
Texas,2002,1,6.4,69
Texas,2003,1,6.7,58
Texas,2004,1,6,59
Texas,2005,1,5.4,52
Texas,2006,1,4.9,38
Texas,2007,1,4.4,41
Texas,2008,1,4.9,37
Utah,1977,0,NA,NA
Utah,1978,0,NA,NA
Utah,1979,0,NA,NA
Utah,1980,0,NA,NA
Utah,1981,0,NA,NA
Utah,1982,0,NA,NA
Utah,1983,0,NA,NA
Utah,1984,0,NA,NA
Utah,1985,0,NA,NA
Utah,1986,0,NA,NA
Utah,1987,0,NA,NA
Utah,1988,0,NA,NA
Utah,1989,0,NA,NA
Utah,1990,0,NA,NA
Utah,1991,0,NA,NA
Utah,1992,0,NA,NA
Utah,1993,0,NA,NA
Utah,1994,0,3.9,36
Utah,1995,0,NA,NA
Utah,1996,0,3.5,32
Utah,1997,0,NA,NA
Utah,1998,0,3.7,50
Utah,1999,0,NA,NA
Utah,2000,0,3.4,40
Utah,2001,0,NA,NA
Utah,2002,0,NA,NA
Utah,2003,0,5.7,76
Utah,2004,0,5.1,70
Utah,2005,0,4.1,57
Utah,2006,0,3,59
Utah,2007,0,2.7,61
Utah,2008,0,3.4,49
Vermont,1977,0,NA,NA
Vermont,1978,0,NA,NA
Vermont,1979,0,NA,NA
Vermont,1980,0,NA,NA
Vermont,1981,0,NA,NA
Vermont,1982,0,NA,NA
Vermont,1983,0,NA,NA
Vermont,1984,0,NA,NA
Vermont,1985,0,NA,NA
Vermont,1986,0,4.4,62
Vermont,1987,0,NA,NA
Vermont,1988,0,NA,NA
Vermont,1989,0,NA,NA
Vermont,1990,0,NA,NA
Vermont,1991,0,NA,NA
Vermont,1992,0,NA,NA
Vermont,1993,0,NA,NA
Vermont,1994,0,4.6,45
Vermont,1995,0,NA,NA
Vermont,1996,0,4.4,48
Vermont,1997,0,4,47
Vermont,1998,0,3.1,58
Vermont,1999,0,NA,NA
Vermont,2000,0,2.7,64
Vermont,2001,0,3.3,46
Vermont,2002,0,4,45
Vermont,2003,0,4.5,42
Vermont,2004,0,3.7,38
Vermont,2005,0,3.5,29
Vermont,2006,0,3.7,27
Vermont,2007,0,NA,NA
Vermont,2008,0,NA,NA
Virginia,1977,1,NA,NA
Virginia,1978,1,NA,NA
Virginia,1979,1,NA,NA
Virginia,1980,1,NA,NA
Virginia,1981,1,NA,NA
Virginia,1982,1,NA,NA
Virginia,1983,1,NA,NA
Virginia,1984,1,NA,NA
Virginia,1985,1,5.4,61
Virginia,1986,1,4.9,53
Virginia,1987,1,4.2,54
Virginia,1988,1,4,48
Virginia,1989,1,3.9,69
Virginia,1990,1,NA,NA
Virginia,1991,1,5.9,77
Virginia,1992,1,6.2,38
Virginia,1993,1,5.2,28
Virginia,1994,1,4.7,36
Virginia,1995,1,4.5,39
Virginia,1996,1,4.3,44
Virginia,1997,1,3.7,44
Virginia,1998,1,2.8,66
Virginia,1999,1,2.7,65
Virginia,2000,1,2.3,55
Virginia,2001,1,NA,NA
Virginia,2002,1,4.2,68
Virginia,2003,1,4.1,56
Virginia,2004,1,NA,NA
Virginia,2005,1,3.5,44
Virginia,2006,1,3,40
Virginia,2007,1,3,37
Virginia,2008,1,4,41
Washington,1977,0,NA,NA
Washington,1978,0,NA,NA
Washington,1979,0,NA,NA
Washington,1980,0,NA,NA
Washington,1981,0,NA,NA
Washington,1982,0,NA,NA
Washington,1983,0,NA,NA
Washington,1984,0,NA,NA
Washington,1985,0,NA,NA
Washington,1986,0,NA,NA
Washington,1987,0,7.2,45
Washington,1988,0,NA,NA
Washington,1989,0,NA,NA
Washington,1990,0,NA,NA
Washington,1991,0,6.3,65
Washington,1992,0,NA,NA
Washington,1993,0,7.1,32
Washington,1994,0,6.5,44
Washington,1995,0,6.3,37
Washington,1996,0,5.9,47
Washington,1997,0,4.9,53
Washington,1998,0,4.8,65
Washington,1999,0,NA,NA
Washington,2000,0,5,58
Washington,2001,0,NA,NA
Washington,2002,0,7.3,53
Washington,2003,0,7.4,55
Washington,2004,0,6.2,47
Washington,2005,0,5.5,29
Washington,2006,0,4.9,34
Washington,2007,0,4.5,32
Washington,2008,0,5.3,13
WestVirginia,1977,0,NA,NA
WestVirginia,1978,0,NA,NA
WestVirginia,1979,0,NA,NA
WestVirginia,1980,0,NA,NA
WestVirginia,1981,0,NA,NA
WestVirginia,1982,0,NA,NA
WestVirginia,1983,0,NA,NA
WestVirginia,1984,0,NA,NA
WestVirginia,1985,0,NA,NA
WestVirginia,1986,0,12,63
WestVirginia,1987,0,10.8,36
WestVirginia,1988,0,NA,NA
WestVirginia,1989,0,NA,NA
WestVirginia,1990,0,NA,NA
WestVirginia,1991,0,NA,NA
WestVirginia,1992,0,NA,NA
WestVirginia,1993,0,NA,NA
WestVirginia,1994,0,8.7,41
WestVirginia,1995,0,NA,NA
WestVirginia,1996,0,7.4,48
WestVirginia,1997,0,NA,NA
WestVirginia,1998,0,NA,NA
WestVirginia,1999,0,NA,NA
WestVirginia,2000,0,5.5,55
WestVirginia,2001,0,NA,NA
WestVirginia,2002,0,5.9,82
WestVirginia,2003,0,6,58
WestVirginia,2004,0,5.3,52
WestVirginia,2005,0,4.9,50
WestVirginia,2006,0,4.6,42
WestVirginia,2007,0,4.3,25
WestVirginia,2008,0,NA,NA
Wisconsin,1977,0,NA,NA
Wisconsin,1978,0,NA,NA
Wisconsin,1979,0,NA,NA
Wisconsin,1980,0,NA,NA
Wisconsin,1981,0,NA,NA
Wisconsin,1982,0,NA,NA
Wisconsin,1983,0,NA,NA
Wisconsin,1984,0,NA,NA
Wisconsin,1985,0,NA,NA
Wisconsin,1986,0,NA,NA
Wisconsin,1987,0,NA,NA
Wisconsin,1988,0,NA,NA
Wisconsin,1989,0,NA,NA
Wisconsin,1990,0,NA,NA
Wisconsin,1991,0,NA,NA
Wisconsin,1992,0,NA,NA
Wisconsin,1993,0,4.5,45
Wisconsin,1994,0,4.3,42
Wisconsin,1995,0,3.7,32
Wisconsin,1996,0,3.6,47
Wisconsin,1997,0,3.5,51
Wisconsin,1998,0,3.3,61
Wisconsin,1999,0,3.1,67
Wisconsin,2000,0,3.4,56
Wisconsin,2001,0,NA,NA
Wisconsin,2002,0,5.3,69
Wisconsin,2003,0,5.6,54
Wisconsin,2004,0,5,45
Wisconsin,2005,0,4.8,36
Wisconsin,2006,0,4.7,39
Wisconsin,2007,0,4.7,33
Wisconsin,2008,0,4.7,36
Wyoming,1977,0,NA,NA
Wyoming,1978,0,3,41
Wyoming,1979,0,NA,NA
Wyoming,1980,0,4,25
Wyoming,1981,0,NA,NA
Wyoming,1982,0,6.1,52
Wyoming,1983,0,NA,NA
Wyoming,1984,0,6.3,66
Wyoming,1985,0,NA,NA
Wyoming,1986,0,8.9,62
Wyoming,1987,0,NA,NA
Wyoming,1988,0,6.6,52
Wyoming,1989,0,NA,NA
Wyoming,1990,0,5.3,49
Wyoming,1991,0,NA,NA
Wyoming,1992,0,5.7,29
Wyoming,1993,0,NA,NA
Wyoming,1994,0,5,29
Wyoming,1995,0,NA,NA
Wyoming,1996,0,5.2,35
Wyoming,1997,0,NA,NA
Wyoming,1998,0,4.9,40
Wyoming,1999,0,NA,NA
Wyoming,2000,0,3.8,39
Wyoming,2001,0,NA,NA
Wyoming,2002,0,NA,NA
Wyoming,2003,0,NA,NA
Wyoming,2004,0,NA,NA
Wyoming,2005,0,3.7,55
Wyoming,2006,0,3.3,52
Wyoming,2007,0,2.9,51
Wyoming,2008,0,3.1,47