dteday,instant,season,yr,mnth,holiday,weekday,workingday,weathersit,tempC,atempC,windMPH,hum_prop,casual,registered,cnt,temp,atemp,hum,windspeed
2011-01-01,1,1,0,1,0,6,0,2,8.175849,7.99925,10.749882,0.805833,331,654,985,0.344167,0.363625,0.805833,0.160446
2011-01-02,2,1,0,1,0,0,0,2,9.083466000000001,7.3467740000000035,16.652113,0.696087,131,670,801,0.363478,0.353739,0.696087,0.248539
2011-01-03,3,1,0,1,0,1,1,1,1.229108,-3.499270000000001,16.636703,0.437273,120,1229,1349,0.196364,0.189405,0.437273,0.248309
2011-01-04,4,1,0,1,0,2,1,1,1.4000000000000004,-1.9999479999999998,10.739832,0.590435,108,1454,1562,0.2,0.212122,0.590435,0.160296
2011-01-05,5,1,0,1,0,3,1,1,2.6669789999999995,-0.8681800000000006,12.522300000000001,0.436957,82,1518,1600,0.226957,0.22927,0.436957,0.1869
2011-01-06,6,1,0,1,0,4,1,1,1.6043559999999992,-0.6082059999999991,6.0008684,0.518261,88,1518,1606,0.204348,0.233209,0.518261,0.0895652
2011-01-07,7,1,0,1,0,5,1,2,1.2365340000000007,-2.2166259999999998,11.304642,0.498696,148,1362,1510,0.196522,0.208839,0.498696,0.168726
2011-01-08,8,1,0,1,0,6,0,2,-0.24499999999999922,-5.291236,17.875868,0.535833,68,891,959,0.165,0.162254,0.535833,0.266804
2011-01-09,9,1,0,1,0,0,0,1,-1.4983489999999993,-8.33245,24.25065,0.434167,54,768,822,0.138333,0.116175,0.434167,0.36195
2011-01-10,10,1,0,1,0,1,1,1,-0.9108490000000007,-6.041392,14.958889,0.482917,41,1280,1321,0.150833,0.150888,0.482917,0.223267
2011-01-11,11,1,0,1,0,2,1,2,-0.0527230000000003,-3.3633760000000006,8.182844000000001,0.686364,43,1220,1263,0.169091,0.191464,0.686364,0.122132
2011-01-12,12,1,0,1,0,3,1,1,0.11816899999999997,-5.408782,20.410009,0.599545,25,1137,1162,0.172727,0.160473,0.599545,0.304627
2011-01-13,13,1,0,1,0,4,1,1,-0.24499999999999922,-6.041722,20.166999999999998,0.470417,38,1368,1406,0.165,0.150883,0.470417,0.301
2011-01-14,14,1,0,1,0,5,1,1,-0.43910999999999945,-3.5647420000000007,8.478716,0.537826,54,1367,1421,0.16087,0.188413,0.537826,0.126548
2011-01-15,15,1,0,1,0,6,0,2,2.9666510000000006,0.3753920000000015,10.583521,0.49875,222,1026,1248,0.233333,0.248112,0.49875,0.157963
2011-01-16,16,1,0,1,0,0,0,1,2.888349,-0.5416779999999992,12.625010999999999,0.48375,251,953,1204,0.231667,0.234217,0.48375,0.188433
2011-01-17,17,1,0,1,1,1,0,2,0.264151,-4.333113999999998,12.999139,0.5375,117,883,1000,0.175833,0.176771,0.5375,0.194017
2011-01-18,18,1,0,1,0,2,1,2,2.1833489999999998,-0.6660219999999999,9.833924999999999,0.861667,9,674,683,0.216667,0.232333,0.861667,0.146775
2011-01-19,19,1,0,1,0,3,1,2,5.732177999999999,3.695852000000002,13.957239,0.741739,78,1572,1650,0.292174,0.298422,0.741739,0.208317
2011-01-20,20,1,0,1,0,4,1,2,4.298349,0.8333000000000013,13.125568,0.538333,83,1844,1927,0.261667,0.25505,0.538333,0.195904
2011-01-21,21,1,0,1,0,5,1,1,0.34249999999999936,-5.583022,23.667214,0.457083,75,1468,1543,0.1775,0.157833,0.457083,0.353242
2011-01-22,22,1,0,1,0,6,0,1,-5.2208711999999995,-10.7814064,11.52199,0.4,93,888,981,0.0591304,0.0790696,0.4,0.17197
2011-01-23,23,1,0,1,0,0,0,1,-3.4634801,-9.4766194,16.5222,0.436522,150,836,986,0.0965217,0.0988391,0.436522,0.2466
2011-01-24,24,1,0,1,0,1,1,1,-3.4226089,-8.21662,10.60811,0.491739,86,1330,1416,0.0973913,0.11793,0.491739,0.15833
2011-01-25,25,1,0,1,0,2,1,2,2.5034660000000013,-0.5212839999999996,8.696332,0.616957,186,1799,1985,0.223478,0.234526,0.616957,0.129796
2011-01-26,26,1,0,1,0,3,1,3,2.2225,-2.5624000000000002,19.68795,0.8625,34,472,506,0.2175,0.2036,0.8625,0.29385
2011-01-27,27,1,0,1,0,4,1,1,1.165000000000001,-1.4998000000000005,7.627078999999999,0.6875,15,416,431,0.195,0.2197,0.6875,0.113837
2011-01-28,28,1,0,1,0,5,1,2,1.563466,-1.2610780000000013,8.2611,0.793043,38,1129,1167,0.203478,0.223317,0.793043,0.1233
2011-01-29,29,1,0,1,0,6,0,1,1.2365340000000007,-1.9996840000000002,9.739455,0.651739,123,975,1098,0.196522,0.212126,0.651739,0.145365
2011-01-30,30,1,0,1,0,0,0,1,2.176534,0.5212520000000005,4.956834199999999,0.722174,140,956,1096,0.216522,0.250322,0.722174,0.0739826
2011-01-31,31,1,0,1,0,1,1,2,0.49915099999999946,-3.7074999999999996,12.541864,0.60375,42,1459,1501,0.180833,0.18625,0.60375,0.187192
2011-02-01,32,1,0,2,0,2,1,2,1.032178,-0.52102,3.565271,0.829565,47,1313,1360,0.192174,0.23453,0.829565,0.053213
2011-02-02,33,1,0,2,0,3,1,2,4.220000000000001,0.7915220000000005,17.708636,0.775417,72,1454,1526,0.26,0.254417,0.775417,0.264308
2011-02-03,34,1,0,2,0,4,1,1,0.7869790000000005,-4.260052,18.609384,0.437826,61,1489,1550,0.186957,0.177878,0.437826,0.277752
2011-02-04,35,1,0,2,0,5,1,2,1.9312880000000003,-0.913257999999999,8.565213,0.585217,88,1620,1708,0.211304,0.228587,0.585217,0.127839
2011-02-05,36,1,0,2,0,6,0,2,2.9666510000000006,0.041827999999998866,10.792293,0.929167,100,905,1005,0.233333,0.243058,0.929167,0.161079
2011-02-06,37,1,0,2,0,0,0,1,5.434151,3.2502860000000027,9.5006,0.568333,354,1269,1623,0.285833,0.291671,0.568333,0.1418
2011-02-07,38,1,0,2,0,1,1,1,4.768348999999999,4.041428,3.0423561,0.738333,120,1592,1712,0.271667,0.303658,0.738333,0.0454083
2011-02-08,39,1,0,2,0,2,1,1,2.3791510000000002,-2.9157639999999994,24.25065,0.537917,64,1466,1530,0.220833,0.198246,0.537917,0.36195
2011-02-09,40,1,0,2,0,3,1,2,-1.6651990000000003,-6.477322000000001,12.652213,0.494783,53,1552,1605,0.134783,0.144283,0.494783,0.188839
2011-02-10,41,1,0,2,0,4,1,1,-1.2156440000000002,-6.129832,14.869645,0.437391,47,1491,1538,0.144348,0.149548,0.437391,0.221935
2011-02-11,42,1,0,2,0,5,1,1,0.887277000000001,-1.9084059999999994,7.272849999999999,0.506364,149,1597,1746,0.189091,0.213509,0.506364,0.10855
2011-02-12,43,1,0,2,0,6,0,1,2.4574999999999996,-0.6250359999999997,13.625589,0.544167,288,1184,1472,0.2225,0.232954,0.544167,0.203367
2011-02-13,44,1,0,2,0,0,0,1,6.876534000000001,5.391458,17.479160999999998,0.457391,397,1192,1589,0.316522,0.324113,0.457391,0.260883
2011-02-14,45,1,0,2,0,1,1,1,11.504999999999999,10.2911,27.999836,0.375833,208,1705,1913,0.415,0.39835,0.375833,0.417908
2011-02-15,46,1,0,2,0,2,1,1,4.506089000000001,0.7820840000000011,19.522058,0.314348,140,1675,1815,0.266087,0.254274,0.314348,0.291374
2011-02-16,47,1,0,2,0,3,1,1,6.958267000000001,4.869199999999999,16.869996999999998,0.423478,218,1897,2115,0.318261,0.3162,0.423478,0.251791
2011-02-17,48,1,0,2,0,4,1,1,12.484151,12.291428,15.416968,0.505,259,2216,2475,0.435833,0.428658,0.505,0.230104
2011-02-18,49,1,0,2,0,5,1,1,16.518349,17.790878,17.749975000000003,0.516667,579,2348,2927,0.521667,0.511983,0.516667,0.264925
2011-02-19,50,1,0,2,0,6,0,1,10.760849,9.832663999999998,34.000021,0.187917,532,1103,1635,0.399167,0.391404,0.187917,0.507463
2011-02-20,51,1,0,2,0,0,0,1,5.405199,2.3037799999999997,14.956745,0.407826,639,1173,1812,0.285217,0.27733,0.407826,0.223235
2011-02-21,52,1,0,2,1,1,0,2,6.2566510000000015,2.7489500000000007,20.625682,0.605,195,912,1107,0.303333,0.284075,0.605,0.307846
2011-02-22,53,1,0,2,0,2,1,1,0.5644340000000003,-3.7218219999999995,13.110761,0.577778,74,1376,1450,0.182222,0.186033,0.577778,0.195683
2011-02-23,54,1,0,2,0,3,1,1,2.4217329999999997,0.21732199999999935,6.3055710000000005,0.423043,139,1778,1917,0.221739,0.245717,0.423043,0.094113
2011-02-24,55,1,0,2,0,4,1,2,5.895644000000001,3.0866059999999997,16.783231999999998,0.697391,100,1707,1807,0.295652,0.289191,0.697391,0.250496
2011-02-25,56,1,0,2,0,5,1,2,9.124355999999999,7.130426,23.218113,0.712174,120,1341,1461,0.364348,0.350461,0.712174,0.346539
2011-02-26,57,1,0,2,0,6,0,1,5.277499999999998,2.6246720000000003,12.500257,0.537917,424,1545,1969,0.2825,0.282192,0.537917,0.186571
2011-02-27,58,1,0,2,0,0,0,1,8.143466,7.173193999999999,8.391615999999999,0.68,694,1708,2402,0.343478,0.351109,0.68,0.125248
2011-02-28,59,1,0,2,0,1,1,2,11.141831,10.407787999999996,19.408962,0.876364,81,1365,1446,0.407273,0.400118,0.876364,0.289686
2011-03-01,60,1,0,3,0,2,1,1,4.533348999999999,1.416013999999997,14.500475,0.535,137,1714,1851,0.266667,0.263879,0.535,0.216425
2011-03-02,61,1,0,3,0,3,1,1,7.745000000000001,5.1246860000000005,20.624811,0.449583,231,1903,2134,0.335,0.320071,0.449583,0.307833
2011-03-03,62,1,0,3,0,4,1,1,1.321651000000001,-2.7912219999999994,15.125518000000001,0.318333,123,1562,1685,0.198333,0.200133,0.318333,0.225754
2011-03-04,63,1,0,3,0,5,1,2,4.298349,0.8748140000000006,13.624182,0.610417,214,1730,1944,0.261667,0.255679,0.610417,0.203346
2011-03-05,64,1,0,3,0,6,0,2,10.055848999999998,8.999413999999998,16.875357,0.789167,640,1437,2077,0.384167,0.378779,0.789167,0.251871
2011-03-06,65,1,0,3,0,0,0,2,9.696534,8.172632,23.000229,0.948261,114,491,605,0.376522,0.366252,0.948261,0.343287
2011-03-07,66,1,0,3,0,1,1,1,4.3017330000000005,-0.26157399999999953,22.870584,0.551304,244,1628,1872,0.261739,0.238461,0.551304,0.341352
2011-03-08,67,1,0,3,0,2,1,1,5.747499999999999,3.958400000000001,8.083549999999999,0.420833,316,1817,2133,0.2925,0.3024,0.420833,0.12065
2011-03-09,68,1,0,3,0,3,1,2,5.904151000000001,2.916127999999997,14.750050000000002,0.775417,191,1700,1891,0.295833,0.286608,0.775417,0.22015
2011-03-10,69,1,0,3,0,4,1,3,10.287277,9.454088000000002,17.545759,0,46,577,623,0.389091,0.385668,0,0.261877
2011-03-11,70,1,0,3,0,5,1,2,6.876534000000001,4.129999999999999,15.60899,0.649565,247,1730,1977,0.316522,0.305,0.649565,0.23297
2011-03-12,71,1,0,3,0,6,0,1,7.470848999999999,5.499499999999998,14.791924999999999,0.594583,724,1408,2132,0.329167,0.32575,0.594583,0.220775
2011-03-13,72,1,0,3,0,0,0,1,10.064356,9.086006000000001,18.130468,0.527391,982,1435,2417,0.384348,0.380091,0.527391,0.270604
2011-03-14,73,1,0,3,0,1,1,1,7.285198999999999,5.912000000000003,9.174042,0.496957,359,1687,2046,0.325217,0.332,0.496957,0.136926
2011-03-15,74,1,0,3,0,2,1,2,6.917376999999998,4.999748,12.348703,0.655652,289,1767,2056,0.317391,0.318178,0.655652,0.184309
2011-03-16,75,1,0,3,0,3,1,2,9.165199000000001,8.217379999999999,13.608839,0.776522,321,1871,2192,0.365217,0.36693,0.776522,0.203117
2011-03-17,76,1,0,3,0,4,1,1,11.504999999999999,11.081978,14.041792999999998,0.602917,424,2320,2744,0.415,0.410333,0.602917,0.209579
2011-03-18,77,1,0,3,0,5,1,1,17.380000000000003,18.782593999999996,15.478139,0.525217,884,2355,3239,0.54,0.527009,0.525217,0.231017
2011-03-19,78,1,0,3,0,6,0,1,14.2075,14.790650000000003,24.667189,0.379167,1424,1693,3117,0.4725,0.466525,0.379167,0.368167
2011-03-20,79,1,0,3,0,0,0,1,7.627500000000001,5.499499999999998,13.917307,0.47375,1047,1424,2471,0.3325,0.32575,0.47375,0.207721
2011-03-21,80,2,0,3,0,1,1,2,12.230445,11.04251,19.348461,0.737391,401,1676,2077,0.430435,0.409735,0.737391,0.288783
2011-03-22,81,2,0,3,0,2,1,1,12.758348999999999,13.082372,15.125250000000001,0.624583,460,2243,2703,0.441667,0.440642,0.624583,0.22575
2011-03-23,82,2,0,3,0,3,1,2,8.306979000000002,6.303974,15.695487,0.839565,203,1918,2121,0.346957,0.337939,0.839565,0.234261
2011-03-24,83,2,0,3,0,4,1,2,5.395,1.8749779999999987,16.333729,0.805833,166,1699,1865,0.285,0.270833,0.805833,0.243787
2011-03-25,84,2,0,3,0,5,1,1,4.415849,0.9165919999999979,15.458575000000002,0.495,300,1910,2210,0.264167,0.256312,0.495,0.230725
2011-03-26,85,2,0,3,0,6,0,1,4.494150999999999,0.9996860000000005,14.041257,0.394167,981,1515,2496,0.265833,0.257571,0.394167,0.209571
2011-03-27,86,2,0,3,0,0,0,2,3.893021000000001,0.5223739999999992,12.348099999999999,0.493913,472,1221,1693,0.253043,0.250339,0.493913,0.1843
2011-03-28,87,2,0,3,0,1,1,1,4.424356000000001,0.9998840000000015,14.217668,0.302174,222,1806,2028,0.264348,0.257574,0.302174,0.212204
2011-03-29,88,2,0,3,0,2,1,1,6.217499999999999,3.3319280000000013,15.208732,0.314167,317,2108,2425,0.3025,0.292908,0.314167,0.226996
2011-03-30,89,2,0,3,0,3,1,2,6.1,3.6250999999999998,11.583495999999998,0.646667,168,1368,1536,0.3,0.29735,0.646667,0.17288799999999999
2011-03-31,90,2,0,3,0,4,1,3,4.611651,0.9999499999999983,14.582282000000001,0.918333,179,1506,1685,0.268333,0.257575,0.918333,0.217646
2011-04-01,91,2,0,4,0,5,1,2,6.1,2.7079640000000005,17.333436,0.68625,307,1920,2227,0.3,0.283454,0.68625,0.258708
2011-04-02,92,2,0,4,0,6,0,2,6.805,4.832042000000001,13.208782,0.65375,898,1354,2252,0.315,0.315637,0.65375,0.197146
2011-04-03,93,2,0,4,0,0,0,1,9.781651,8.998622000000001,12.208271000000002,0.48,1651,1598,3249,0.378333,0.378767,0.48,0.18221300000000001
2011-04-04,94,2,0,4,0,1,1,1,18.946651,19.833314,25.833257,0.42625,734,2381,3115,0.573333,0.542929,0.42625,0.385571
2011-04-05,95,2,0,4,0,2,1,2,11.465848999999999,10.2911,26.000488999999998,0.642083,167,1628,1795,0.414167,0.39835,0.642083,0.388067
2011-04-06,96,2,0,4,0,3,1,1,10.369150999999999,9.582128,17.625221,0.470833,413,2395,2808,0.390833,0.387608,0.470833,0.263063
2011-04-07,97,2,0,4,0,4,1,1,12.5625,12.623936,10.874904,0.602917,571,2570,3141,0.4375,0.433696,0.602917,0.162312
2011-04-08,98,2,0,4,0,5,1,2,7.784151,5.4156140000000015,15.208464,0.83625,172,1299,1471,0.335833,0.324479,0.83625,0.226992
2011-04-09,99,2,0,4,0,6,0,2,8.0975,6.540914000000001,8.916561,0.8775,879,1576,2455,0.3425,0.341529,0.8775,0.133083
2011-04-10,100,2,0,4,0,0,0,2,12.053349,12.164641999999997,9.833389,0.8575,1188,1707,2895,0.426667,0.426737,0.8575,0.146767
2011-04-11,101,2,0,4,0,1,1,2,19.995644,21.304322,21.739758,0.716956,855,2493,3348,0.595652,0.565217,0.716956,0.324474
2011-04-12,102,2,0,4,0,2,1,2,15.617499999999996,16.541564,18.416892999999998,0.739167,257,1777,2034,0.5025,0.493054,0.739167,0.274879
2011-04-13,103,2,0,4,0,3,1,2,11.3875,11.540678,16.791338999999997,0.819167,209,1953,2162,0.4125,0.417283,0.819167,0.250617
2011-04-14,104,2,0,4,0,4,1,1,13.9725,14.540972,7.4169,0.540417,529,2738,3267,0.4675,0.462742,0.540417,0.1107
2011-04-15,105,2,0,4,1,5,0,1,12.993348999999998,13.166258,15.167124999999999,0.67125,642,2484,3126,0.446667,0.441913,0.67125,0.226375
2011-04-16,106,2,0,4,0,6,0,3,12.249151000000001,12.082472,22.834136,0.888333,121,674,795,0.430833,0.425492,0.888333,0.340808
2011-04-17,107,2,0,4,0,0,0,1,13.463349000000001,13.415935999999999,20.334232,0.479583,1558,2186,3744,0.456667,0.445696,0.479583,0.303496
2011-04-18,108,2,0,4,0,1,1,1,16.0875,17.207636,10.958988999999999,0.5425,669,2760,3429,0.5125,0.503146,0.5425,0.163567
2011-04-19,109,2,0,4,0,2,1,2,15.774151,16.291028000000004,10.584057,0.665833,409,2795,3204,0.505833,0.489258,0.665833,0.157971
2011-04-20,110,2,0,4,0,3,1,1,19.965,21.249872000000003,16.208975,0.614167,613,3331,3944,0.595,0.564392,0.614167,0.241925
2011-04-21,111,2,0,4,0,4,1,1,13.580849,13.956872,21.792286,0.407083,745,3444,4189,0.459167,0.453892,0.407083,0.325258
2011-04-22,112,2,0,4,0,5,1,2,7.823349,5.248964000000001,14.707906999999999,0.729583,177,1506,1683,0.336667,0.321954,0.729583,0.219521
2011-04-23,113,2,0,4,0,6,0,2,13.620000000000001,13.707985999999998,15.458575000000002,0.887917,1462,2574,4036,0.46,0.450121,0.887917,0.230725
2011-04-24,114,2,0,4,0,0,0,2,19.338349,20.416358000000002,12.875725000000001,0.810833,1710,2481,4191,0.581667,0.551763,0.810833,0.192175
2011-04-25,115,2,0,4,0,1,1,1,20.513348999999998,21.917,12.417311,0.776667,773,3300,4073,0.606667,0.5745,0.776667,0.185333
2011-04-26,116,2,0,4,0,2,1,1,21.688349,23.209478000000004,21.875500000000002,0.729167,678,3722,4400,0.631667,0.594083,0.729167,0.3265
2011-04-27,117,2,0,4,0,3,1,2,21.14,21.959372000000002,20.917399999999997,0.835417,547,3325,3872,0.62,0.575142,0.835417,0.3122
2011-04-28,118,2,0,4,0,4,1,2,21.0225,22.209314,21.500836000000003,0.700833,569,3489,4058,0.6175,0.578929,0.700833,0.320908
2011-04-29,119,2,0,4,0,5,1,1,15.969999999999999,16.832558,16.084221,0.457083,878,3717,4595,0.51,0.497463,0.457083,0.240063
2011-04-30,120,2,0,4,0,6,0,1,14.2075,14.625386000000002,15.750025,0.503333,1965,3347,5312,0.4725,0.464021,0.503333,0.235075
2011-05-01,121,2,0,5,0,0,0,2,13.228348999999998,13.581464,7.125718,0.762083,1138,2213,3351,0.451667,0.448204,0.762083,0.106354
2011-05-02,122,2,0,5,0,1,1,2,17.810848999999997,19.166978,12.291418,0.73,847,3554,4401,0.549167,0.532833,0.73,0.183454
2011-05-03,123,2,0,5,0,2,1,2,20.983348999999997,22.417214,22.958689,0.697083,603,3848,4451,0.616667,0.582079,0.697083,0.342667
2011-05-04,124,2,0,5,0,3,1,2,11.465848999999999,10.706900000000001,22.042732,0.737083,255,2378,2633,0.414167,0.40465,0.737083,0.328996
2011-05-05,125,2,0,5,0,4,1,1,13.580849,13.166522,19.791263999999998,0.444167,614,3819,4433,0.459167,0.441917,0.444167,0.295392
2011-05-06,126,2,0,5,0,5,1,1,14.520849000000002,15.291722,15.292482,0.59,894,3714,4608,0.479167,0.474117,0.59,0.228246
2011-05-07,127,2,0,5,0,6,0,1,16.44,17.832986,10.750150000000001,0.54125,1612,3102,4714,0.52,0.512621,0.54125,0.16045
2011-05-08,128,2,0,5,0,0,0,1,16.831651,18.249578,5.0007125,0.631667,1401,2932,4333,0.528333,0.518933,0.631667,0.0746375
2011-05-09,129,2,0,5,0,1,1,1,17.0275,18.666235999999998,11.792,0.58875,664,3698,4362,0.5325,0.525246,0.58875,0.176
2011-05-10,130,2,0,5,0,2,1,1,17.0275,18.499586,7.749956999999999,0.489167,694,4109,4803,0.5325,0.522721,0.489167,0.115671
2011-05-11,131,2,0,5,0,3,1,1,17.4975,18.8744,8.083014,0.632917,550,3632,4182,0.5425,0.5284,0.632917,0.120642
2011-05-12,132,2,0,5,0,4,1,1,17.145000000000003,18.541958,12.707689,0.7475,695,4169,4864,0.535,0.523363,0.7475,0.189667
2011-05-13,133,2,0,5,0,5,1,2,16.0875,16.623800000000003,12.041575,0.863333,692,3413,4105,0.5125,0.4943,0.863333,0.179725
2011-05-14,134,2,0,5,0,6,0,2,16.479150999999998,17.041514,9.041649999999999,0.9225,902,2507,3409,0.520833,0.500629,0.9225,0.13495
2011-05-15,135,2,0,5,0,0,0,2,18.4375,19.376000000000005,10.249593,0.867083,1582,2971,4553,0.5625,0.536,0.867083,0.152979
2011-05-16,136,2,0,5,0,1,1,1,19.142500000000002,20.333792000000003,8.500357000000001,0.787917,773,3185,3958,0.5775,0.550512,0.787917,0.126871
2011-05-17,137,2,0,5,0,2,1,2,18.398349,19.542914000000003,18.582718,0.837917,678,3445,4123,0.561667,0.538529,0.837917,0.277354
2011-05-18,138,2,0,5,0,3,1,2,17.85,18.792428,13.499964,0.87,536,3319,3855,0.55,0.527158,0.87,0.201492
2011-05-19,139,2,0,5,0,4,1,2,16.949151,17.708972000000003,7.250271000000001,0.829583,735,3840,4575,0.530833,0.510742,0.829583,0.108213
2011-05-20,140,2,0,5,0,5,1,1,17.223349,18.916772,8.375871,0.719583,909,4008,4917,0.536667,0.529042,0.719583,0.125013
2011-05-21,141,2,0,5,0,6,0,1,20.317500000000003,21.750349999999997,8.083549999999999,0.626667,2258,3547,5805,0.6025,0.571975,0.626667,0.12065
2011-05-22,142,2,0,5,0,0,0,1,20.395849000000002,21.917,9.916536,0.749583,1576,3084,4660,0.604167,0.5745,0.749583,0.148008
2011-05-23,143,2,0,5,0,1,1,2,21.688349,22.959536,15.667413999999999,0.81,836,3438,4274,0.631667,0.590296,0.81,0.233842
2011-05-24,144,2,0,5,0,2,1,2,23.020000000000003,23.917658000000003,13.875164,0.740833,659,3833,4492,0.66,0.604813,0.740833,0.207092
2011-05-25,145,2,0,5,0,3,1,1,23.059151,24.625772000000005,10.333611000000001,0.69625,740,4238,4978,0.660833,0.615542,0.69625,0.154233
