id,EM,PrevImpr,Rec,DetLength,percJudgeSentToEM,judgeAlreadyUsedEM
1212,0,0,0,99,0.011494253,1
1213,0,0,0,607,0.047872342,1
1214,0,0,0,66,0,0
1215,0,0,0,435,0.018604651,1
1216,0,0,0,243,0.064864866,1
1217,0,0,0,328,0,0
1218,0,0,1,309,0.009852217,1
1219,0,0,0,438,0.002277904,1
1220,0,2,0,66,0,0
1221,0,0,0,100,0,0
1222,0,0,0,1209,0.018604651,1
1223,0,0,0,161,0,0
1225,0,0,0,1384,0,0
1226,0,0,0,1057,0,0
1227,0,0,0,846,0.003952569,0
1228,0,0,0,190,0.037037037,1
1229,0,0,0,712,0.047872342,1
1230,0,0,0,176,0.013793103396892548,1
1232,0,0,0,920,0,0
1233,0,0,0,152,0.009852217,1
1234,0,1,0,734,0.006666667,0
1235,0,0,0,906,0.004878049,1
1236,0,0,0,267,0,0
1237,0,0,0,755,0,0
1238,0,0,0,538,0.004950495,1
1239,0,0,0,665,0,0
1240,0,0,0,697,0.005405406,1
1241,0,0,0,577,0.13812154531478882,1
1242,0,0,0,262,0.011111111380159855,1
1243,0,0,1,1376,0.015789473429322243,1
1244,0,0,0,617,0,0
1245,0,0,0,701,0,0
1246,0,0,0,58,0.016438355669379234,1
1247,0,0,1,507,0.064864866,1
1248,0,0,0,434,0,0
1249,0,0,0,279,0.003952569,1
1250,0,0,0,743,0,0
1251,0,0,0,308,0,0
1252,0,0,0,1505,0.018617020919919014,1
1253,0,0,0,566,0.006666667,0
1254,0,0,0,143,0.021052632480859756,1
1256,0,0,1,1301,0,0
1257,0,0,0,1383,0,0
1258,0,0,0,1131,0.020833334,1
1259,0,0,0,165,0,0
1260,0,2,0,689,0.006666667,0
1261,0,0,1,210,0,0
1262,0,0,0,81,0,0
1263,0,0,1,184,0,0
1264,0,0,0,409,0,0
1265,0,0,0,1004,0,0
1266,0,0,0,483,0,0
1267,0,0,0,603,0,0
1268,0,0,0,545,0.13812154531478882,1
1269,0,0,0,285,0.011494253,1
1270,0,0,0,90,0,0
1271,0,0,1,701,0.027027027681469917,1
1272,0,0,0,595,0.005405406,1
1273,0,0,0,288,0.04109589,1
1275,0,0,1,928,0.015789473429322243,1
1276,0,0,0,1235,0.03846154,1
1277,0,0,1,98,0,0
1278,0,0,0,184,0,0
1279,0,0,0,821,0,0
1280,0,0,1,258,0.005952381,1
1281,0,0,0,520,0.002793296,1
1284,0,1,0,147,0.005952381,1
1285,0,2,1,1102,0,0
1286,0,1,1,704,0.017964073,1
1287,0,1,1,270,0,0
1288,0,1,1,1009,0.040935673,0
1289,0,2,1,342,0,0
1290,0,2,0,376,0.011173184029757977,0
1291,0,1,0,678,0,0
1292,0,1,0,40,0.011494253,1
1293,0,1,0,1099,0,0
1294,0,2,0,212,0.015789473429322243,1
1295,0,1,1,806,0,0
1296,0,1,1,402,0,0
1297,0,1,1,404,0,0
1298,0,2,0,432,0.016438355669379234,1
1299,0,1,0,535,0.067164183,1
1300,0,1,0,871,0.005952381,1
1301,0,1,0,2373,0.013793103396892548,0
1302,0,0,0,158,0.016438355669379234,1
1303,0,0,0,1214,0,0
1304,0,0,0,545,0.026490066200494766,1
1305,0,0,1,466,0.002277904,1
1306,0,0,0,547,0.04109589,1
1307,0,0,0,1177,0.005405406,1
1308,0,0,0,620,0,0
1309,0,0,0,217,0,0
1310,0,0,0,702,0.005952381,1
1311,0,0,0,584,0,0
1312,0,0,0,119,0.002277904,1
1313,0,0,0,365,0.018604651,1
1314,0,0,0,567,0,0
1315,0,0,1,589,0,0
1316,0,0,0,1164,0,0
1317,0,0,0,312,0.006622517,1
1318,0,0,0,17,0,0
1319,0,0,0,230,0.04109589,1
1320,0,0,0,34,0.032258063554763794,1
1321,0,0,0,755,0.016438355669379234,1
1322,0,0,0,1509,0,0
1323,0,0,0,515,0.012658228166401386,1
1324,0,0,0,1056,0.018315019086003304,1
1325,0,0,0,481,0,0
1326,0,0,1,637,0,0
1327,0,0,0,416,0,0
1328,0,0,0,708,0.011173184029757977,0
1329,0,0,0,657,0.005405406,1
1330,0,0,0,391,0,0
1331,0,0,1,697,0.005405406,1
1332,0,0,0,734,0.004878049,0
1333,0,0,0,285,0,0
1339,0,2,1,247,0,0
1340,0,2,0,337,0,0
1341,0,1,0,558,0,0
1342,0,1,0,67,0.039215688,0
1343,0,1,0,1091,0,0
1344,0,2,1,382,0.019801979884505272,0
1345,0,1,0,721,0.035087719559669495,1
1346,0,1,1,401,0.057471264,1
1347,0,1,1,431,0,0
1348,0,2,0,372,0.25,0
1349,0,1,0,516,0,0
1350,0,1,1,831,0.009852217,0
1351,0,1,0,1372,0.008,1
1352,0,0,0,293,0,0
1353,0,0,0,1332,0.030769231,0
1354,0,0,0,413,0.020689655,1
1355,0,0,1,453,0.011111111380159855,1
1356,0,0,0,617,0.018617020919919014,1
1357,0,0,0,1175,0,0
1358,0,0,1,730,0.007633588,1
1359,0,0,0,369,0.005434783,1
1360,0,0,0,307,0.052401747554540634,1
1361,0,0,0,225,0,0
1362,0,0,0,427,0.006622517,1
1363,0,0,0,652,0,0
1364,0,0,1,1181,0,0
1365,0,0,0,232,0.013793103396892548,1
1366,0,0,0,44,0.04109589,1
1367,0,0,0,277,0.027027027681469917,1
1368,0,0,0,72,0.013937282375991344,1
1369,0,0,0,1434,0,0
1370,0,0,0,506,0.009852217,1
1371,0,0,0,563,0.018617020919919014,1
1372,0,0,0,840,0,0
1374,0,0,0,754,0.019801979884505272,0
1375,0,0,0,27,0,0
1376,0,0,0,180,0,0
1377,0,0,0,705,0,0
1378,0,0,0,464,0,0
1379,0,0,0,60,0,0
1380,0,0,0,5,0.055555556,1
1381,0,2,1,762,0.20224718749523163,1
1385,0,1,0,1573,0.010204081423580647,0
1386,0,2,0,245,0.006756757,1
1387,0,2,0,319,0.026490066200494766,1
1389,0,1,0,1411,0.01,0
1390,0,2,1,297,0.007633588,1
1391,0,1,0,663,0,0
1393,0,2,1,345,0,0
1394,0,1,0,583,0,0
1396,0,1,0,1775,0.064864866,1
1397,0,0,1,191,0,0
1398,0,0,0,1212,0.015789473429322243,1
1399,0,0,0,416,0.013793103396892548,1
1400,0,0,1,339,0.003584229,1
1401,0,0,0,596,0.020202020183205605,0
1402,0,0,0,1448,0.007092198,1
1403,0,0,1,786,0,0
1404,0,0,1,224,0,0
1405,0,0,0,292,0.002277904,1
1406,0,0,0,307,0,0
1407,0,0,0,412,0,0
1408,0,0,1,600,0.015789473429322243,1
1409,0,0,0,986,0.020833334,0
1410,0,0,0,241,0,0
1411,0,0,0,27,0,0
1412,0,0,0,244,0.007633588,1
1413,0,0,0,54,0,0
1414,0,0,0,707,0.032258063554763794,1
1415,0,0,0,1444,0.018617020919919014,1
1416,0,1,0,536,0,0
1417,0,0,0,532,0.067164183,1
1418,0,0,0,868,0.051612902,0
1419,0,0,0,1090,0.026490066200494766,0
1420,0,0,1,576,0.047872342,0
1421,0,0,0,22,0,0
1422,0,0,0,163,0.054054055362939835,1
1423,0,0,0,722,0.007042253,1
1424,0,0,0,672,0.020833334,1
1425,0,0,0,169,0,0
1426,0,0,0,79,0.002793296,1
1427,0,0,0,3,0,0
1428,0,1,0,672,0.017543859779834747,1
1429,0,2,1,380,0,0
1431,0,1,1,1168,0,0
1432,0,1,0,727,0.040935673,0
1433,0,2,0,132,0.009852217,0
1434,0,1,0,522,0.064864866,1
1435,0,1,0,1523,0,0
1437,0,2,1,378,0.005952381,1
1438,0,1,0,1798,0,0
1439,0,2,0,566,0,0
1440,0,1,1,9,0,0
1441,0,1,1,610,0.046153847,0
1442,0,1,0,493,0,0
1443,0,2,0,633,0,0
1444,0,1,1,329,0,0
1445,0,1,1,240,0.054054055362939835,0
1446,0,1,1,423,0.016483517363667488,1
1447,0,1,0,1324,0,0
1448,0,0,0,57,0,0
1449,0,0,0,1321,0.018604651,0
1450,0,0,1,99,0.005952381,1
1451,0,0,0,910,0.018604651,1
1452,0,0,1,49,0.067164183,1
1453,0,0,0,244,0,0
1454,0,0,1,269,0,0
1455,0,0,0,299,0,0
1456,0,0,1,285,0.078125,1
1457,0,0,1,252,0,0
1458,0,0,0,160,0.030769231,1
1459,0,0,0,314,0.020689655,1
1460,0,0,0,69,0.2916666567325592,1
1462,0,0,0,406,0,0
1463,0,0,0,533,0.013937282375991344,1
1464,0,0,0,574,0,0
1465,0,0,0,63,0,0
1466,0,0,0,527,0.054054055362939835,1
1467,0,0,0,1150,0.015789473429322243,1
1468,0,0,0,634,0.007042253,1
1469,0,0,0,647,0,0
1470,0,0,0,481,0,0
1471,0,0,1,1027,0.003584229,0
1472,0,0,0,465,0.012195121496915817,1
1473,0,0,0,674,0.006944444,0
1474,0,0,0,15,0,0
1475,0,0,0,183,0,0
1476,0,0,0,750,0.019801979884505272,1
1477,0,0,0,654,0.005405406,1
1478,0,0,0,241,0,0
1479,0,0,0,57,0.007092198,1
1482,0,1,1,635,0,0
1483,0,2,1,259,0.002793296,0
1484,0,1,0,582,0,0
1485,0,1,1,1071,0.017964073,1
1488,0,1,0,1452,0,0
1489,0,2,1,366,0.003584229,1
1490,0,1,0,5,0,0
1491,0,1,1,654,0,0
1492,0,1,0,579,0.007042253,1
1493,0,2,0,723,0,0
1494,0,1,1,422,0,0
1495,0,1,1,252,0.011173184029757977,0
1496,0,2,1,342,0.007633588,1
1497,0,1,0,1257,0,0
1498,0,0,0,67,0.006944444,1
1499,0,0,0,1408,0,0
1500,0,0,1,112,0,0
1501,0,0,0,1079,0.013793103396892548,1
1502,0,0,0,49,0.009852217,0
1503,0,0,0,301,0.014705882407724857,1
1504,0,0,0,343,0.03846154,1
1505,0,0,0,523,0,0
1506,0,0,0,649,0.014705882407724857,1
1507,0,0,0,140,0.006666667,1
1508,0,0,0,339,0.013937282375991344,1
1509,0,0,1,775,0.002277904,1
1510,0,0,0,395,0,0
1511,0,0,0,557,0.009852217,1
1512,0,0,0,398,0.10928961634635925,1
1513,0,0,0,105,0,0
1514,0,0,0,586,0.016438355669379234,1
1515,0,0,0,1340,0.026490066200494766,0
1516,0,0,0,478,0,0
1517,0,0,0,400,0.054054055362939835,1
1518,0,0,1,471,0,0
1519,0,0,0,702,0.00390625,1
1520,0,0,0,260,0,0
1521,0,0,0,756,0,0
1522,0,0,0,599,0,0
1524,0,0,0,773,0,0
1525,0,0,0,635,0.050000001,0
1526,0,0,0,357,0.002793296,1
1530,0,1,0,613,0.011173184029757977,0
1531,0,1,1,1501,0,0
1535,0,1,0,1590,0.005434783,1
1537,0,1,0,23,0,0
1538,0,1,1,682,0,0
1539,0,1,1,454,0.027027027681469917,1
1540,0,2,0,606,0.10928961634635925,1
1541,0,1,1,313,0.017964073,1
1542,0,1,0,186,0,0
1543,0,1,0,290,0.004878049,0
1545,0,0,0,53,0.005952381,1
1546,0,0,1,1273,0.008,1
1547,0,0,1,104,0,0
1548,0,0,0,1068,0,0
1549,0,0,1,61,0,0
1550,0,0,0,297,0.047872342,1
1552,0,0,0,617,0.019801979884505272,1
1553,0,0,0,726,0.003952569,0
1554,0,0,0,108,0.009852217,1
1555,0,0,0,224,0.050000001,1
1556,0,0,0,767,0.10928961634635925,1
1557,0,0,1,334,0.016438355669379234,1
1558,0,0,0,488,0,0
1559,0,0,0,465,0.036363635,1
1560,0,0,0,77,0.011173184029757977,1
1561,0,0,0,1648,0.064864866,1
1562,0,0,0,524,0.020833334,1
1563,0,0,0,519,0,0
1565,0,0,0,783,0.009852217,1
1566,0,1,0,368,0.005405406,1
1567,0,0,0,832,0.069892474,1
1568,0,0,0,657,0,0
1569,0,0,0,361,0.026490066200494766,1
1570,0,0,0,849,0.003952569,0
1571,0,0,0,678,0.020833334,1
1573,0,0,1,4003,0,0
1574,0,0,0,1395,0.006756757,0
1575,0,0,0,889,0.057471264,1
1576,0,0,0,497,0.057471264,1
1577,0,0,0,502,0,0
1578,0,0,0,18,0,0
1579,0,1,1,512,0.005952381,1
1583,0,0,0,1036,0,0
1585,0,1,0,31,0,0
1586,0,0,0,1403,0.027027027681469917,0
1587,0,0,0,381,0.009852217,1
1588,0,0,1,967,0,0
1589,0,0,0,1455,0.009852217,0
1590,0,0,0,933,0,0
1591,0,0,0,854,0.13812154531478882,1
1593,0,0,0,245,0,0
1594,0,0,0,89,0.018315019086003304,1
1595,0,0,0,111,0.009852217,1
1596,0,0,0,530,0.009852217,0
1597,0,0,0,899,0.018617020919919014,1
1598,0,1,1,481,0.011363636702299118,0
1600,0,1,1,168,0,0
1602,0,0,0,1098,0.078947365,0
1605,0,0,0,2093,0.050000001,0
1606,0,0,0,501,0,0
1607,0,0,0,1195,0.011494253,0
1608,0,0,0,1168,0,0
1610,0,0,0,288,0.016438355669379234,1
1611,0,0,0,1030,0.011173184029757977,0
1612,0,0,0,1186,0,0
1613,0,0,0,773,0,0
1614,0,0,0,184,0.04109589,1
1615,0,0,0,1086,0,0
1616,0,0,0,1030,0,0
1617,0,0,0,618,0.047872342,1
1619,0,0,0,194,0,0
1620,0,0,0,119,0,0
1621,0,0,1,1,0.018315019086003304,1
1622,0,0,1,867,0.023809524,0
1623,0,0,1,737,0.017964073,1
1624,0,0,0,829,0.011494253,0
1625,0,0,1,1114,0.011363636702299118,0
1626,0,0,0,7,0.037037037,1
1629,0,1,0,78,0,0
1635,0,0,1,116,0,0
1636,0,0,1,304,0,0
1637,0,0,0,90,0,0
1638,0,0,1,170,0.009852217,1
1639,0,0,0,871,0,0
1640,0,0,0,135,0.018315019086003304,1
1641,0,0,0,217,0,0
1642,0,0,0,378,0,0
1643,0,0,0,427,0.030769231,1
1644,0,0,0,4,0.030769231,1
1645,0,0,0,210,0,0
1646,0,1,0,526,0,0
1649,0,0,0,698,0,0
1651,0,0,1,738,0.020202020183205605,0
1652,0,1,0,19,0.004878049,0
1655,0,0,0,99,0,0
1656,0,0,0,960,0,0
1657,0,0,0,96,0,0
1658,0,1,0,210,0.10928961634635925,1
1659,0,0,0,890,0,0
1660,0,0,0,960,0.003584229,1
1661,0,0,0,565,0.050000001,0
1662,0,0,0,45,0,0
1664,0,0,0,69,0,0
1665,0,0,0,947,0.019801979884505272,0
1666,0,0,0,432,0,0
1669,0,1,1,160,0,0
1670,0,1,1,197,0.011494253,0
1671,0,1,0,123,0,0
1672,0,2,1,1069,0.026490066200494766,0
1674,0,1,0,633,0.003584229,1
1675,0,1,1,405,0.035087719559669495,0
1676,0,0,1,318,0.018617020919919014,1
1677,0,0,0,51,0,0
1678,0,1,1,229,0.037037037,1
1681,0,0,1,209,0.026490066200494766,0
1682,0,0,0,1032,0,0
1683,0,0,0,1007,0,0
1684,0,0,0,455,0.016483517363667488,1
1685,0,0,0,85,0.011173184029757977,0
1686,0,0,0,750,0.016483517363667488,1
1687,0,1,1,444,0.17307692766189575,1
1688,0,2,1,1136,0,0
1690,0,1,0,70,0.020689655,0
1691,0,1,0,97,0.003584229,1
1692,0,1,0,258,0.00625,0
1693,0,2,0,863,0.021052632480859756,0
1695,0,2,0,229,0.002277904,1
1696,0,1,0,309,0,0
1697,0,1,0,295,0,0
1698,0,0,0,558,0,0
1699,0,0,0,44,0.016483517363667488,0
1700,0,1,0,150,0,0
1701,0,0,0,259,0.00862069,0
1702,0,0,0,339,0.04109589,1
1703,0,0,1,213,0.005952381,1
1704,0,0,0,408,0.035087719559669495,1
1705,0,0,1,889,0,0
1706,0,0,0,411,0,0
1707,0,0,0,23,0,0
1708,0,0,0,416,0,0
1709,0,0,1,203,0,0
1710,0,1,0,360,0.064864866,1
1711,0,0,0,117,0,0
1713,0,4,1,1188,0,0
1714,0,1,1,141,0.032258063554763794,1
1715,0,1,1,314,0.00390625,0
1716,0,1,1,527,0,0
1717,0,2,1,783,0,0
1718,0,1,1,532,0,0
1719,0,1,1,323,0.009852217,1
1720,0,0,0,993,0,0
1721,0,1,0,408,0.013793103396892548,0
1722,0,0,0,278,0.057471264,1
1723,0,0,1,156,0.036363635,0
1724,0,0,1,155,0.016483517363667488,0
1725,0,1,0,101,0.035714287,1
1726,0,0,0,165,0.003584229,1
1728,0,0,1,357,0.016483517363667488,1
1729,0,0,0,821,0.006756757,1
1730,0,0,0,588,0.052401747554540634,0
1731,0,0,0,355,0.004878049,0
1732,0,0,0,4,0.016438355669379234,1
1733,0,0,0,624,0.016438355669379234,1
1734,0,1,0,531,0.012195121496915817,1
1735,0,1,0,791,0,0
1736,0,0,0,490,0,0
1737,0,0,0,812,0.007092198,1
1738,0,0,0,1151,0,0
1739,0,0,0,481,0.078947365,1
1740,0,0,0,763,0,0
1741,0,0,0,1205,0.005952381,1
1742,0,0,1,230,0,0
1743,0,0,0,745,0.047872342,1
1744,0,0,0,917,0,0
1745,0,0,0,198,0.005405406,1
1746,0,0,0,356,0,0
1747,0,0,0,655,0.13812154531478882,1
1749,0,0,0,37,0,0
1750,0,0,0,344,0,0
1751,0,0,0,208,0.04109589,1
1752,0,0,0,84,0,0
1753,0,0,0,471,0,0
1754,0,0,0,237,0,0
1755,0,0,0,428,0.009852217,0
1756,0,0,1,29,0,0
1757,0,0,0,494,0.026490066200494766,0
1759,0,0,0,116,0.018315019086003304,1
1760,0,0,0,196,0.018315019086003304,1
1763,0,0,0,1026,0.005434783,1
1764,0,0,0,978,0.051612902,1
1765,0,0,0,521,0.018617020919919014,1
1766,0,0,0,682,0,0
1767,0,0,0,912,0,0
1768,0,0,0,226,0.011494253,0
1769,0,0,0,879,0.006622517,1
1770,0,0,0,256,0,0
1771,0,0,0,243,0.013937282375991344,1
1772,0,0,0,446,0.035087719559669495,1
1773,0,1,0,628,0,0
1774,0,0,0,1031,0.046153847,1
1775,0,0,0,108,0.01,0
1776,0,0,1,261,0,0
1777,0,0,0,154,0.026490066200494766,1
1778,0,0,1,40,0.005952381,1
1779,0,0,0,259,0.011173184029757977,0
1781,0,0,0,489,0.009852217,0
1782,0,0,0,2,0,0
1783,0,0,0,735,0,0
1784,0,0,1,209,0.002277904,1
1785,0,0,0,52,0,0
1786,0,0,0,216,0,0
1789,0,1,0,90,0.012658228166401386,1
1790,0,0,1,382,0,0
1791,0,0,0,1290,0.04109589,1
1792,0,0,0,1462,0.005405406,1
1793,0,0,0,518,0,0
1794,0,0,0,811,0.026490066200494766,1
1795,0,0,0,827,0.015789473429322243,1
1796,0,0,0,138,0.011173184029757977,0
1797,0,0,0,854,0.002277904,1
1798,0,0,1,289,0,0
1799,0,0,0,211,0.013937282375991344,1
1801,0,0,0,1021,0,0
1803,0,0,0,76,0,0
1804,0,0,1,263,0,0
1805,0,0,0,121,0.008,1
1806,0,0,0,28,0.002277904,0
1807,0,0,0,320,0.017543859779834747,1
1809,0,0,0,69,0,0
1811,0,0,1,7,0,0
1812,0,0,0,708,0,0
1813,0,0,0,227,0,0
1814,0,0,0,278,0.020202020183205605,0
1815,0,0,0,197,0,0
1816,0,0,1,213,0,0